text	channel	feedbackRating	reviewDate	positiveTopicClass	negativeTopicClass	model
A real gem A successful purchase. It doesn't take up much space, it manages to make an excellent and immediate coffee, easy to use, to clean, beautiful to look at, the advice.	amazon.it	5.0	2018-11-10	Coffee Quality, Design and Materials, User Experience		tiny
Council Simple pretty and does her duty	amazon.it	5.0	2019-07-25	Design and Materials, User Experience		tiny
Perfect Excellent coffee maker. Quick the first use procedure and very simple to use, a single button for switching on, dispensing and switching off. The use with compatible Caffe Borbone pods and the coffee after two sprays is creamy and has a great taste. Cleaning and maintenance are also quick and easy. Maybe a little bit noisy, but the automatic coffee machines with coffee beans are not much quieter. Excellent purchase	amazon.it	4.0	2019-05-18	Maintenance and Durability, Coffee Quality, User Experience	Machine Performance	tiny
There is no box for used capsules but, in my opinion, this is an advantage. Purchased for gift, arrived before the indicated date, well packed, sealed package. Nice design device, easy to use. Excellent coffee as long as you use capsules in my own way with at least 10 intensity.	amazon.it	5.0	2019-05-11	Coffee Quality, Design and Materials, Services and Logistics, User Experience		tiny
great product great product easy to use	amazon.it	5.0	2019-09-20	User Experience		tiny
Perfect recommended	amazon.it	4.0	2019-01-13	Design and Materials		tiny
Wow Beautiful small and fast in heating	amazon.it	5.0	2020-02-21	Design and Materials, User Experience		tiny
Efficient and easy to use Not bulky, smaller than other coffee machines, practical and easy to use A single command .. The result is a creamy coffee. You can decide whether short or long as you like. Good purchase.	amazon.it	5.0	2019-06-01	Coffee Quality, Design and Materials, User Experience		tiny
Great! Arrived early and well packed You will also receive a trial box of various Lavazza coffees Excellent gorgeous coffee machine There are many compatible pods, the super Lavazza but also the compatible ones are of good quality Excellent purchase and there is also assistance from Amazon always present	amazon.it	5.0	2020-05-13	Services and Logistics, Capsules and Compatibility		tiny
Excellent price quality Excellent for quality price z very easy to use ... clean and warm in an instant	amazon.it	5.0	2019-06-19	Price & worth, User Experience		tiny
Shdjfjfj. Good product.	amazon.it	4.0	2019-05-09			tiny
Excellent purchase Practical and functional, excellent coffee	amazon.it	5.0	2020-05-13	Coffee Quality, User Experience		tiny
recommended Aesthetically beautiful, functional and excellent coffee, obviously opt for a quality coffee.	amazon.it	5.0	2020-06-23	Coffee Quality, Design and Materials		tiny
Lavazza tiny Simple and practical to use and takes up little space	amazon.it	5.0	2019-07-20	Design and Materials, User Experience		tiny
Lavazza in my own way Appreciated gift, easy to use coffee flavor and good ginseng. recommended	amazon.it	5.0	2019-07-06	Coffee Quality, Design and Materials, User Experience		tiny
Lavazza in my own way I'm satisfied	amazon.it	5.0	2019-11-21	User Experience		tiny
Great Great product nothing to say	amazon.it	5.0	2020-02-05	User Experience		tiny
Great we had the previous series (which at some point stopped working). Coffee is even better than the previous series and goes to temperature sooner. A much appreciated improvement is that the wafer-holding tray resting on the top remains in balance.	amazon.it	5.0	2019-07-21	Maintenance and Durability, Coffee Quality, Design and Materials		tiny
Great machine contained and easy to handle excellent for summer holidays the only flaw the cup shakes too much.	amazon.it	5.0	2020-07-13	User Experience	Maintenance and Durability	tiny
Really TINY It is my first capsule machine (I used a pod machine) and I must say that I have to take back what I have always said and thought, because without any doubt the quality of the coffee is much higher. This machine is tiny (from the photo you can see it next to a cup), compact, quite silent, but above all very easy to use and clean; the capsule is placed in a completely removable horizontal drawer which avoids annoying jamming and facilitates cleaning (friendly witnesses who have one where the apsule are inserted vertically). Behind the cup-holder grill there is a transparent drawer (I think it is the result of an extra space as it is not even indicated in the instruction booklet) inside which I found a few drops of liquid that might be transhipped from the same drip tray. The product includes a pack of 9 Lavazza pods of various flavors; I tried both original and compatible capsules and in all cases the coffee was full-bodied and creamy. exceeded my expectations, highly recommended purchase!	amazon.it	5.0	2020-06-14	Machine Performance, Coffee Quality, Design and Materials, User Experience		tiny
Great product Excellent coffee machine, use capsules in my own way. Excellent quality price I recommend the purchase	amazon.it	5.0	2020-03-24	Price & worth, Design and Materials		tiny
Promoted with sufficiency Certainly very practical and being without a capsule tank it can be avoided that they remain too long Practical and fast to warm up But the taste and intensity of coffee is below average Nothing exceptional Amazon always excellent	amazon.it	3.0	2019-11-23	User Experience	Coffee Quality	tiny
Baby baby. My sister for the same amount bought one with at least half the water capacity! I know very well that the dimensions are written but given my financial resources and the need to have one in the office, I bought it anyway. I feel to say that if you can, spend a little more and you can truly have a larger capacity, in my opinion it is not worth the money it costs.	amazon.it	3.0	2020-07-26	Design and Materials	Price & worth, User Experience	tiny
I absolutely recommend it Among the cheapest and best. I took two, one for me the other for my grandmother. Easy to use, it cleans very well. Absolutely practical and versatile. The coffee it brews lives up to the cheaper ones.	amazon.it	5.0	2020-06-05	Price & worth, Machine Performance, User Experience		tiny
Excellent for quality price It was a gift for my mother who is the only one who drinks coffee at home. The machine is small but very nice to see and if you are not many to drink coffee it is excellent. We are very satisfied! there are compatible capsules if you do not want to use lavazza coffee. Recommended	amazon.it	5.0	2020-02-05	Coffee Quality, Design and Materials, Capsules and Compatibility		tiny
A warranty We have other machines of this kind in the family ... as for the others, this last model is a marvel.	amazon.it	5.0	2020-07-24	User Experience		tiny
tiny lavazza coffee machine the product looks excellent working in all its parts tried excellent espresso coffee I also recommend it for a gift as usual the super fast super large Amazon delivery	amazon.it	5.0	2019-03-11	Coffee Quality, Design and Materials, Services and Logistics		tiny
Perfect It costs very little and is worth a lot! A product that I find extraordinary: a few euros well spent. The coffee is amazing: both the original Lavazza pods and the red Bourbon compatible ones that arrive individually wrapped, a very important feature for us since we supply them in the rooms of our B&B and the fact that they are sealed helps us to contain the effects of Covid 19 . The machine is very easy to clean and you get a creamy and aromatic coffee	amazon.it	5.0	2020-06-20	Price & worth, Coffee Quality, User Experience, Services and Logistics		tiny
Beautiful Beautiful	amazon.it	5.0	2019-07-28	Design and Materials		tiny
MY WAY I PURCHASED THIS COFFEE MACHINE IN PODS X CHANGE THE OLD, EXCELLENT QUALITY PRODUCT PRICE. SHIPPING ARRIVED IN DELIVERY TIME	amazon.it	5.0	2018-12-17	Price & worth, Design and Materials, Services and Logistics		tiny
I thought better Very noisy and despite its 15bar power it does not deliver an excellent product.	amazon.it	2.0	2020-06-25		Machine Performance	tiny
fantastic Fantastic ... I had the old model but this is fantastic	amazon.it	5.0	2020-05-02	User Experience		tiny
Great product Very good value for money, I recommend it	amazon.it	5.0	2019-09-03	Price & worth, Design and Materials		tiny
Great coffee Beautiful great coffee machine and wide selection of compatible	amazon.it	5.0	2018-12-03	Capsules and Compatibility		tiny
Great Excellent purchase, compact and functional at a reasonable price. Highly recommended	amazon.it	4.0	2020-01-03	Price & worth, Design and Materials		tiny
Super fast delivery Fast and excellent	amazon.it	5.0	2020-05-11	User Experience		tiny
Great small, easy to use, a noisy hair and the large cup is a little hard to stay in, but the coffee is always creamy even with compatible pods, top with the original ones, thanks to 15bar pressure. I would certainly buy it back	amazon.it	5.0	2018-10-23	Coffee Quality, Design and Materials, User Experience, Capsules and Compatibility	Machine Performance	tiny
Espresso coffee maker suitable for Bourbon coffee pods Excellent with blue borbone coffee	amazon.it	5.0	2018-12-05	Coffee Quality		tiny
design and functionality It is sufficiently compact with a good water tank. The design is modern, a single button for turning on and off. The only note to make is related to a certain noise.	amazon.it	5.0	2020-01-26	Maintenance and Durability, Design and Materials		tiny
Yes use with ease Easy to use convenient great product I recommend everyone to try it	amazon.it	5.0	2019-09-24	Design and Materials, User Experience		tiny
Excellent espresso machine Practical, quick to use, it produces coffee like in the bar, what more do you want? Already the cost ..... it is also cheap!	amazon.it	5.0	2020-07-20	Price & worth, User Experience		tiny
Highly recommended Great product ... For a quick and tasty coffee ... Then what about Lavazza with its infinite choice of flavors is number 1 ....	amazon.it	5.0	2020-03-31	Coffee Quality, Capsules and Compatibility		tiny
Great Mj really likes the new model, a really nice design, easy to use and with a much bigger tank than the previous model	amazon.it	5.0	2020-07-12	Maintenance and Durability, Design and Materials, User Experience		tiny
GOOD PRODUCT simple but excellent machine to get a good creamy coffee!	amazon.it	5.0	2020-01-09	Coffee Quality, User Experience		tiny
Excellent.. Perfect. Coffee as in the bar. Amazon never disappoints ..	amazon.it	5.0	2020-04-09	Coffee Quality, Services and Logistics		tiny
Shdjfjfj. Good product.	amazon.it	5.0	2019-06-02			tiny
Perfect! I already had a Lavazza a Modo Mio. I needed another one with a more compact size. Pleasant, easy to use and maintain. Excellent coffee. Lavazza never disappoints!	amazon.it	5.0	2020-06-05	Brand Awareness, Maintenance and Durability, Coffee Quality, User Experience		tiny
Excellent value for money Very easy to use, it makes a great coffee. And the price is very cheap.	amazon.it	5.0	2019-11-22	Price & worth, Coffee Quality, User Experience		tiny
